category,name,object,scene,x,y,schema,objectIndex,npcId,spriteI,dropType,size,keyUse,groupCount,target,targetBis,linkedTorch,objectiveCleared,destination,statsId,level,skillId,moduleId,container,destI,tier,keyId,pickup,npcToFreeCount,duration,torchGroupCount,isStartCheckpoint,torchesCount,dropXp
jars,nothing,Shell4 (19),Overworld,181,-22,Jar,41370,,3,0,0,,,,,,,,,,,,,,,,,,,,,,
jars,nothing,Shell1 (12),Overworld,182.43,-25.87,Jar,41373,,0,0,1,,,,,,,,,,,,,,,,,,,,,,
jars,nothing,Shell1 (13),Overworld,176.4,-22.21,Jar,41379,,0,0,1,,,,,,,,,,,,,,,,,,,,,,
jars,nothing,Shell3 (13),Overworld,178.21,-25.17,Jar,41382,,1,0,0,,,,,,,,,,,,,,,,,,,,,,
jars,nothing,Shell4 (20),Overworld,178.42,-24.37,Jar,41385,,3,0,0,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,TorchStandDungeon,Overworld,39,73,Torch,41984,,4,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,TorchStandDungeon (1),Overworld,45,73,Torch,42002,,4,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,TorchStandDungeon (2),Overworld,104,83,Torch,42024,,4,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,TorchStandDungeon (3),Overworld,104,77,Torch,42042,,4,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,FireCup,Overworld,-88.21,70.87,Torch,44616,,5,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,FireCup (1),Overworld,-91.81,70.87,Torch,44632,,5,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,FireCup,Overworld,-178.21,-75.53,Torch,46875,,5,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,FireCup (1),Overworld,-181.81,-75.53,Torch,46891,,5,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,FireCup,Overworld,119.66,109.57,Torch,47086,,5,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,FireCup (1),Overworld,116.06,109.57,Torch,47102,,5,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (6),Overworld,-65.51,21.25,Torch,50397,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (7),Overworld,-62.71,21.32,Torch,50413,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (8),Overworld,-86.89,33.06,Torch,50429,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (9),Overworld,-93.37,33.06,Torch,50445,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,TorchStandDungeon (2),Overworld,-111,-22.7,Torch,50462,,4,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,TorchStandDungeon (3),Overworld,-105,-22.7,Torch,50480,,4,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch,Overworld,-41.07,-91.66,Torch,50499,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (2),Overworld,-26,-104,Torch,50515,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (3),Overworld,-21,-99,Torch,50531,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (1),Overworld,-40,-99,Torch,50547,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (4),Overworld,-28,-85,Torch,50563,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (5),Overworld,-33.2,-85.2,Torch,50579,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (6),Overworld,-34,-105,Torch,50595,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (7),Overworld,-21,-90,Torch,50611,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch,Overworld,-254,61,Torch,50628,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (9),Overworld,-250,61,Torch,50644,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (1),Overworld,-254,22.8,Torch,50660,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (2),Overworld,-250,22.8,Torch,50676,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (1),Overworld,109,214.01,Torch,50693,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (2),Overworld,119,214.01,Torch,50709,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (3),Overworld,85,139.86,Torch,50725,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (4),Overworld,95,139.86,Torch,50741,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (5),Overworld,242.96,205.99,Torch,50757,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (6),Overworld,252.96,205.99,Torch,50773,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (7),Overworld,202.92,106,Torch,50789,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (8),Overworld,212.92,106,Torch,50805,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (9),Overworld,141.56,158.39,Torch,50821,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (10),Overworld,146.37,158.41,Torch,50837,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (11),Overworld,230.6,78.6,Torch,50853,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (12),Overworld,241.6,78.6,Torch,50869,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (13),Overworld,222.12,66.32,Torch,50885,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (14),Overworld,241.05,64.09,Torch,50901,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (15),Overworld,228.66,94.3,Torch,50917,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (16),Overworld,242.65,94.92,Torch,50933,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (17),Overworld,224.23,104.25,Torch,50949,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (18),Overworld,239.08,105.73,Torch,50965,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (19),Overworld,240.32,114.67,Torch,50981,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (20),Overworld,227.77,114.6,Torch,50997,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (21),Overworld,234.46,131.64,Torch,51013,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (22),Overworld,224.11,124.96,Torch,51029,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (23),Overworld,215.91,130.15,Torch,51045,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (24),Overworld,221.31,140.56,Torch,51061,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (25),Overworld,108.69,134.49,Torch,51077,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (26),Overworld,113.43,129.84,Torch,51093,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (27),Overworld,110.85,196.68,Torch,51109,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (28),Overworld,116.95,196.68,Torch,51125,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (29),Overworld,215,162,Torch,51141,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (30),Overworld,215,167,Torch,51157,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (31),Overworld,185,206,Torch,51173,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (32),Overworld,181,202,Torch,51189,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (14),Overworld,0.25,189.42,Torch,51206,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (15),Overworld,-1.3,185.38,Torch,51222,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (16),Overworld,1.48,186.38,Torch,51238,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (17),Overworld,-3.98,183.57,Torch,51254,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (7),Overworld,-44,217,Torch,51270,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (8),Overworld,-53,228,Torch,51286,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (9),Overworld,-4,152,Torch,51302,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (10),Overworld,2,152,Torch,51318,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (11),Overworld,13.47,181.41,Torch,51334,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (13),Overworld,-5.22,188.12,Torch,51350,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (18),Overworld,-5.76,173.81,Torch,51366,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (19),Overworld,2.46,173.65,Torch,51382,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (20),Overworld,-11.78,193.81,Torch,51398,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (21),Overworld,5.77,195.77,Torch,51414,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (22),Overworld,-15.79,190.54,Torch,51430,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (23),Overworld,40,225,Torch,51446,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (24),Overworld,46.5,222.5,Torch,51462,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (25),Overworld,34,190,Torch,51478,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (26),Overworld,30,190,Torch,51494,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (27),Overworld,-65,218.41,Torch,51510,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,Torch (28),Overworld,-71,218.41,Torch,51526,,6,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,TorchDungeon,Overworld,-53.05,253.3,Torch,51542,,7,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,TorchDungeon (1),Overworld,-46.99,253.25,Torch,51558,,7,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,TorchDungeon (2),Overworld,42.8,253.3,Torch,51574,,7,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,TorchDungeon (3),Overworld,48.86,253.25,Torch,51590,,7,,,,,,,,,,,,,,,,,,,,,,,,
crystals,XP crystal,OverworldDestroyable0,Overworld,144,20,CrystalDestroyable,51732,,,,2,,,,,,,,,,,,,,,,,,,,,,true
crystals,No-XP crystal,OverworldDestroyable1,Overworld,-1.04,57.05,CrystalDestroyable,51736,,,,3,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable2,Overworld,-3.53,56.27,CrystalDestroyable,51739,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable3,Overworld,0.62,57.26,CrystalDestroyable,51742,,,,1,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable4,Overworld,1.5,54.77,CrystalDestroyable,51745,,,,1,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable5,Overworld,1.62,56.11,CrystalDestroyable,51748,,,,2,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable6,Overworld,-2.91,57.16,CrystalDestroyable,51751,,,,2,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable7,Overworld,-3.44,55.04,CrystalDestroyable,51754,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable8,Overworld,-3.84,55.71,CrystalDestroyable,51757,,,,1,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable9,Overworld,-1.34,56.78,CrystalDestroyable,51760,,,,3,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable10,Overworld,0.61,56.3,CrystalDestroyable,51763,,,,1,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable11,Overworld,-2.65,55.73,CrystalDestroyable,51766,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable12,Overworld,-3.25,54.45,CrystalDestroyable,51769,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable13,Overworld,89.62,61.62,CrystalDestroyable,51772,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable14,Overworld,88.4,60.2,CrystalDestroyable,51775,,,,1,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable15,Overworld,89,61.01,CrystalDestroyable,51778,,,,2,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable16,Overworld,89.84,60.45,CrystalDestroyable,51781,,,,1,,,,,,,,,,,,,,,,,,,,,,false
crystals,XP crystal,OverworldDestroyable17,Overworld,38,-26,CrystalDestroyable,51784,,,,0,,,,,,,,,,,,,,,,,,,,,,true
crystals,XP crystal,OverworldDestroyable18,Overworld,44,-26,CrystalDestroyable,51787,,,,0,,,,,,,,,,,,,,,,,,,,,,true
crystals,XP crystal,OverworldDestroyable19,Overworld,73,-26.01,CrystalDestroyable,51790,,,,3,,,,,,,,,,,,,,,,,,,,,,true
crystals,No-XP crystal,OverworldDestroyable20,Overworld,89.03,61.74,CrystalDestroyable,51793,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable21,Overworld,89.74,61.31,CrystalDestroyable,51796,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,XP crystal,OverworldDestroyable22,Overworld,189.93,119.92,CrystalDestroyable,51799,,,,2,,,,,,,,,,,,,,,,,,,,,,true
crystals,No-XP crystal,OverworldDestroyable23,Overworld,88.3,61.08,CrystalDestroyable,51802,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,XP crystal,OverworldDestroyable24,Overworld,40,-28,CrystalDestroyable,51805,,,,0,,,,,,,,,,,,,,,,,,,,,,true
crystals,No-XP crystal,OverworldDestroyable25,Overworld,90.03,60.95,CrystalDestroyable,51808,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,XP crystal,OverworldDestroyable26,Overworld,42,-28,CrystalDestroyable,51811,,,,0,,,,,,,,,,,,,,,,,,,,,,true
crystals,XP crystal,OverworldDestroyable27,Overworld,-180,-98.09,CrystalDestroyable,51814,,,,3,,,,,,,,,,,,,,,,,,,,,,true
crystals,XP crystal,OverworldDestroyable28,Overworld,93.2,-32.82,CrystalDestroyable,51817,,,,0,,,,,,,,,,,,,,,,,,,,,,true
crystals,XP crystal,OverworldDestroyable29,Overworld,93.26,-31.49,CrystalDestroyable,51820,,,,0,,,,,,,,,,,,,,,,,,,,,,true
crystals,XP crystal,OverworldDestroyable30,Overworld,94.71,-31.5,CrystalDestroyable,51823,,,,0,,,,,,,,,,,,,,,,,,,,,,true
crystals,XP crystal,OverworldDestroyable31,Overworld,94.84,-32.85,CrystalDestroyable,51826,,,,0,,,,,,,,,,,,,,,,,,,,,,true
crystals,XP crystal,OverworldDestroyable32,Overworld,93.96,-32.1,CrystalDestroyable,51829,,,,1,,,,,,,,,,,,,,,,,,,,,,true
crystals,No-XP crystal,OverworldDestroyable33,Overworld,-3.19,28.64,CrystalDestroyable,51832,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable34,Overworld,0.51,26.83,CrystalDestroyable,51835,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable35,Overworld,-3.56,28.13,CrystalDestroyable,51838,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable36,Overworld,-182,-97,CrystalDestroyable,51841,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable37,Overworld,88.4,61.67,CrystalDestroyable,51844,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable38,Overworld,-178.97,-97.13,CrystalDestroyable,51847,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable39,Overworld,-180.97,-96.13,CrystalDestroyable,51850,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable40,Overworld,-178.97,-99.13,CrystalDestroyable,51853,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable41,Overworld,-181.99,-99.3,CrystalDestroyable,51856,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable42,Overworld,-181.97,-98.13,CrystalDestroyable,51859,,,,1,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable43,Overworld,-179.97,-96.13,CrystalDestroyable,51862,,,,1,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable44,Overworld,-180.97,-99.13,CrystalDestroyable,51865,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable45,Overworld,-180.97,-97.13,CrystalDestroyable,51868,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable46,Overworld,-179.97,-100.13,CrystalDestroyable,51871,,,,1,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable47,Overworld,-177.97,-98.13,CrystalDestroyable,51874,,,,1,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable48,Overworld,-181.12,-100.09,CrystalDestroyable,51877,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable49,Overworld,-178.62,-96.25,CrystalDestroyable,51880,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable50,Overworld,-177.75,-97.08,CrystalDestroyable,51883,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable51,Overworld,-177.83,-99.31,CrystalDestroyable,51886,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable52,Overworld,-178.53,-100.2,CrystalDestroyable,51889,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable53,Overworld,-65.81,-70,CrystalDestroyable,51892,,,,2,,,,,,,,,,,,,,,,,,,,,,false
crystals,XP crystal,OverworldDestroyable54,Overworld,-66.57,-69.04,CrystalDestroyable,51895,,,,0,,,,,,,,,,,,,,,,,,,,,,true
crystals,XP crystal,OverworldDestroyable55,Overworld,-65,-69,CrystalDestroyable,51898,,,,0,,,,,,,,,,,,,,,,,,,,,,true
crystals,No-XP crystal,OverworldDestroyable56,Overworld,2.34,29.94,CrystalDestroyable,51901,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,XP crystal,OverworldDestroyable57,Overworld,137.52,6.41,CrystalDestroyable,51904,,,,1,,,,,,,,,,,,,,,,,,,,,,true
crystals,XP crystal,OverworldDestroyable58,Overworld,135.06,-3.95,CrystalDestroyable,51907,,,,0,,,,,,,,,,,,,,,,,,,,,,true
crystals,XP crystal,OverworldDestroyable59,Overworld,48,38,CrystalDestroyable,51910,,,,0,,,,,,,,,,,,,,,,,,,,,,true
crystals,XP crystal,OverworldDestroyable60,Overworld,48,32,CrystalDestroyable,51913,,,,0,,,,,,,,,,,,,,,,,,,,,,true
crystals,XP crystal,OverworldDestroyable61,Overworld,70,68,CrystalDestroyable,51916,,,,1,,,,,,,,,,,,,,,,,,,,,,true
crystals,XP crystal,OverworldDestroyable62,Overworld,-111.54,20.74,CrystalDestroyable,51919,,,,0,,,,,,,,,,,,,,,,,,,,,,true
crystals,XP crystal,OverworldDestroyable63,Overworld,-110.39,13.7,CrystalDestroyable,51922,,,,0,,,,,,,,,,,,,,,,,,,,,,true
crystals,XP crystal,OverworldDestroyable64,Overworld,-110.24,22.67,CrystalDestroyable,51925,,,,0,,,,,,,,,,,,,,,,,,,,,,true
crystals,XP crystal,OverworldDestroyable65,Overworld,-112,16,CrystalDestroyable,51928,,,,0,,,,,,,,,,,,,,,,,,,,,,true
crystals,No-XP crystal,OverworldDestroyable66,Overworld,-102.86,-4.9,CrystalDestroyable,51931,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable67,Overworld,-109.4,-2.33,CrystalDestroyable,51934,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable68,Overworld,-115.38,-5.37,CrystalDestroyable,51937,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable69,Overworld,-105.04,-4.46,CrystalDestroyable,51940,,,,1,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable70,Overworld,-94.91,16.46,CrystalDestroyable,51943,,,,1,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable71,Overworld,-92,11,CrystalDestroyable,51946,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable72,Overworld,-88,13.41,CrystalDestroyable,51949,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable73,Overworld,-94.55,19.26,CrystalDestroyable,51952,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable74,Overworld,-92.76,15.09,CrystalDestroyable,51955,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable75,Overworld,-91.98,13.14,CrystalDestroyable,51958,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable76,Overworld,-37,39,CrystalDestroyable,51961,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable77,Overworld,-87.17,15.16,CrystalDestroyable,51964,,,,1,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable78,Overworld,-35,40,CrystalDestroyable,51967,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,XP crystal,OverworldDestroyable79,Overworld,109.23,159.88,CrystalDestroyable,51970,,,,2,,,,,,,,,,,,,,,,,,,,,,true
crystals,XP crystal,OverworldDestroyable80,Overworld,-94.38,-257.16,CrystalDestroyable,51973,,,,0,,,,,,,,,,,,,,,,,,,,,,true
crystals,XP crystal,OverworldDestroyable81,Overworld,-96.68,-258.47,CrystalDestroyable,51976,,,,0,,,,,,,,,,,,,,,,,,,,,,true
crystals,No-XP crystal,OverworldDestroyable82,Overworld,-47,0,CrystalDestroyable,51979,,,,2,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable83,Overworld,-37.45,-1.2,CrystalDestroyable,51982,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable84,Overworld,-38.07,-1.44,CrystalDestroyable,51985,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable85,Overworld,-38,-3,CrystalDestroyable,51988,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable86,Overworld,-38.87,1.16,CrystalDestroyable,51991,,,,2,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable87,Overworld,-39.87,1.77,CrystalDestroyable,51994,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable88,Overworld,-87.07,13.69,CrystalDestroyable,51997,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable89,Overworld,-45.65,2.29,CrystalDestroyable,52000,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable90,Overworld,-44.28,1.49,CrystalDestroyable,52003,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable91,Overworld,-44.88,-1.47,CrystalDestroyable,52006,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable92,Overworld,-45.02,0.1,CrystalDestroyable,52009,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable93,Overworld,-39.33,-1.06,CrystalDestroyable,52012,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable94,Overworld,-42.5,-2.26,CrystalDestroyable,52015,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable95,Overworld,-40.16,-0.32,CrystalDestroyable,52018,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable96,Overworld,-45.37,1.22,CrystalDestroyable,52021,,,,1,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable97,Overworld,-85.76,16.09,CrystalDestroyable,52024,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable98,Overworld,-41.27,-1.13,CrystalDestroyable,52027,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable99,Overworld,-41.73,-3.98,CrystalDestroyable,52030,,,,1,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable100,Overworld,-43.85,-0.51,CrystalDestroyable,52033,,,,2,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable101,Overworld,-39.97,-1.46,CrystalDestroyable,52036,,,,1,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable102,Overworld,-48.34,0.67,CrystalDestroyable,52039,,,,1,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable103,Overworld,-50.9,3.21,CrystalDestroyable,52042,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable104,Overworld,-49.3,-2.12,CrystalDestroyable,52045,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable105,Overworld,-50.41,9.06,CrystalDestroyable,52048,,,,2,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,OverworldDestroyable106,Overworld,-53.28,8.25,CrystalDestroyable,52051,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,XP crystal,OverworldDestroyable107,Overworld,-30.96,4.97,CrystalDestroyable,52054,,,,0,,,,,,,,,,,,,,,,,,,,,,true
crystals,XP crystal,OverworldDestroyable108,Overworld,188.74,120.64,CrystalDestroyable,52057,,,,0,,,,,,,,,,,,,,,,,,,,,,true
crystals,XP crystal,OverworldDestroyable109,Overworld,191.21,120.59,CrystalDestroyable,52060,,,,0,,,,,,,,,,,,,,,,,,,,,,true
