category,name,object,scene,x,y,schema,objectIndex,spriteI
torches,Torch,TorchDungeon (3),Temple3,-735,-658.5,Torch,150333,7
torches,Torch,TorchDungeon (4),Temple3,-735,-655.5,Torch,150349,7
torches,Torch,TorchDungeon (3),Temple3,-743.06,-654.06,Torch,150367,7
torches,Torch,TorchDungeon (4),Temple3,-740.94,-651.94,Torch,150383,7
torches,Torch,TorchDungeon (3),Temple3,-743.06,-645.94,Torch,150401,7
torches,Torch,TorchDungeon (4),Temple3,-740.94,-648.06,Torch,150417,7
torches,Torch,TorchDungeon (3),Temple3,-729.06,-648.06,Torch,150435,7
torches,Torch,TorchDungeon (4),Temple3,-726.94,-645.94,Torch,150451,7
torches,Torch,TorchDungeon (3),Temple3,-729.06,-651.94,Torch,150469,7
torches,Torch,TorchDungeon (4),Temple3,-726.94,-654.06,Torch,150485,7
torches,Torch,TorchDungeon (3),Temple3,-898.5,-598,Torch,150504,7
torches,Torch,TorchDungeon (4),Temple3,-895.5,-598,Torch,150520,7
torches,Torch,TorchDungeon (3),Temple3,-911.5,-590,Torch,150543,7
torches,Torch,TorchDungeon (4),Temple3,-908.5,-590,Torch,150559,7
torches,Torch,TorchDungeon (3),Temple3,-911.5,-594,Torch,150577,7
torches,Torch,TorchDungeon (4),Temple3,-908.5,-594,Torch,150593,7
torches,Torch,TorchDungeon (3),Temple3,-911.5,-598,Torch,150611,7
torches,Torch,TorchDungeon (4),Temple3,-908.5,-598,Torch,150627,7
torches,Torch,TorchDungeon (3),Temple3,-898.5,-590,Torch,150645,7
torches,Torch,TorchDungeon (4),Temple3,-895.5,-590,Torch,150661,7
torches,Torch,TorchDungeon (3),Temple3,-898.5,-594,Torch,150679,7
torches,Torch,TorchDungeon (4),Temple3,-895.5,-594,Torch,150695,7
torches,Torch,TorchDungeon (3),Temple3,-885.5,-590,Torch,150713,7
torches,Torch,TorchDungeon (4),Temple3,-882.5,-590,Torch,150729,7
torches,Torch,TorchDungeon (3),Temple3,-885.5,-594,Torch,150747,7
torches,Torch,TorchDungeon (4),Temple3,-882.5,-594,Torch,150763,7
torches,Torch,TorchDungeon (3),Temple3,-885.5,-598,Torch,150781,7
torches,Torch,TorchDungeon (4),Temple3,-882.5,-598,Torch,150797,7
torches,Torch,TorchDungeon (3),Temple3,-903,-589.5,Torch,150815,7
torches,Torch,TorchDungeon (4),Temple3,-903,-586.5,Torch,150831,7
torches,Torch,TorchDungeon (3),Temple3,-903,-601.5,Torch,150849,7
torches,Torch,TorchDungeon (4),Temple3,-903,-598.5,Torch,150865,7
torches,Torch,TorchDungeon (3),Temple3,-891,-589.5,Torch,150883,7
torches,Torch,TorchDungeon (4),Temple3,-891,-586.5,Torch,150899,7
torches,Torch,TorchDungeon (3),Temple3,-891,-601.5,Torch,150917,7
torches,Torch,TorchDungeon (4),Temple3,-891,-598.5,Torch,150933,7
torches,Torch,Torch,Tower,158,-499,Torch,153727,6
torches,Torch,Torch (2),Tower,159,-475,Torch,153743,6
torches,Torch,Torch (3),Tower,165,-475,Torch,153759,6
torches,Torch,Torch (5),Tower,160,-456,Torch,153775,6
torches,Torch,Torch (6),Tower,164,-456,Torch,153791,6
torches,Torch,Torch (7),Tower,160,-437,Torch,153807,6
torches,Torch,Torch (8),Tower,164,-437,Torch,153823,6
torches,Torch,Torch (9),Tower,160,-416,Torch,153839,6
torches,Torch,Torch (10),Tower,164,-416,Torch,153855,6
torches,Torch,Torch (13),Tower,160,-378,Torch,153871,6
torches,Torch,Torch (14),Tower,164,-378,Torch,153887,6
torches,Torch,Torch (15),Tower,160,-365,Torch,153903,6
torches,Torch,Torch (16),Tower,164,-365,Torch,153919,6
torches,Torch,Torch (17),Tower,159,-336.79,Torch,153935,6
torches,Torch,Torch (18),Tower,165,-336.79,Torch,153951,6
torches,Torch,Torch (1),Tower,166,-499,Torch,153967,6
torches,Torch,Torch (19),Tower,81,-337,Torch,153983,6
torches,Torch,Torch (20),Tower,87,-337,Torch,153999,6
torches,Torch,Torch (21),Tower,3,-337,Torch,154015,6
torches,Torch,Torch (22),Tower,9,-337,Torch,154031,6
torches,Torch,FireCup (1),CaveArena,4,381.91,Torch,162056,5
torches,Torch,FireCup (2),CaveArena,8,381.93,Torch,162072,5
torches,Torch,FireCup (1),CaveArena,20,381.91,Torch,162112,5
torches,Torch,FireCup (2),CaveArena,24,381.93,Torch,162128,5
torches,Torch,FireCup (1),CaveArena,11.5,382.98,Torch,162168,5
torches,Torch,FireCup (2),CaveArena,16.5,383,Torch,162184,5
torches,Torch,FireCup (1),CaveArena,46,381.91,Torch,162229,5
torches,Torch,FireCup (2),CaveArena,50,381.93,Torch,162245,5
torches,Torch,FireCup (1),CaveArena,62,381.91,Torch,162285,5
torches,Torch,FireCup (2),CaveArena,66,381.93,Torch,162301,5
torches,Torch,FireCup (1),CaveArena,53.5,382.98,Torch,162341,5
torches,Torch,FireCup (2),CaveArena,58.5,383,Torch,162357,5
torches,Torch,FireCup (1),CaveArena,24,403.91,Torch,162402,5
torches,Torch,FireCup (2),CaveArena,28,403.93,Torch,162418,5
torches,Torch,FireCup (1),CaveArena,42,403.91,Torch,162458,5
torches,Torch,FireCup (2),CaveArena,46,403.93,Torch,162474,5
torches,Torch,FireCup (1),CaveArena,32.5,404.98,Torch,162514,5
torches,Torch,FireCup (2),CaveArena,37.5,405,Torch,162530,5
torches,Torch,FireCup (1),CaveArena,32.5,359.98,Torch,162575,5
torches,Torch,FireCup (2),CaveArena,37.5,360,Torch,162591,5
torches,Torch,TorchDungeon (3),CaveArena,361.5,548,Torch,162626,7
torches,Torch,TorchDungeon (4),CaveArena,364.5,548,Torch,162642,7
torches,Torch,TorchDungeon (3),CaveArena,371.5,563,Torch,162665,7
torches,Torch,TorchDungeon (4),CaveArena,374.5,563,Torch,162681,7
torches,Torch,TorchDungeon (3),CaveArena,378.04,579.85,Torch,162699,7
torches,Torch,TorchDungeon (4),CaveArena,378.04,582.85,Torch,162715,7
torches,Torch,TorchDungeon (3),CaveArena,495.94,583.06,Torch,162733,7
torches,Torch,TorchDungeon (4),CaveArena,498.06,580.94,Torch,162749,7
torches,Torch,TorchDungeon (3),CaveArena,502.94,613.06,Torch,162767,7
torches,Torch,TorchDungeon (4),CaveArena,505.06,610.94,Torch,162783,7
torches,Torch,TorchDungeon (3),CaveArena,503.94,601.94,Torch,162801,7
torches,Torch,TorchDungeon (4),CaveArena,506.06,604.06,Torch,162817,7
torches,Torch,TorchDungeon (3),CaveArena,503.94,594.06,Torch,162835,7
torches,Torch,TorchDungeon (4),CaveArena,506.06,591.94,Torch,162851,7
torches,Torch,TorchDungeon (3),CaveArena,509.5,644,Torch,162869,7
torches,Torch,TorchDungeon (4),CaveArena,512.5,644,Torch,162885,7
torches,Torch,TorchDungeon (3),CaveArena,502.3,624.47,Torch,162903,7
torches,Torch,TorchDungeon (4),CaveArena,505.3,624.47,Torch,162919,7
torches,Torch,TorchDungeon (3),CaveArena,525.5,644,Torch,162937,7
torches,Torch,TorchDungeon (4),CaveArena,528.5,644,Torch,162953,7
torches,Torch,TorchDungeon (3),CaveArena,537.94,624.94,Torch,162971,7
torches,Torch,TorchDungeon (4),CaveArena,540.06,627.06,Torch,162987,7
torches,Torch,TorchDungeon (3),CaveArena,543.94,612.94,Torch,163005,7
torches,Torch,TorchDungeon (4),CaveArena,546.06,615.06,Torch,163021,7
torches,Torch,TorchDungeon (3),CaveArena,573.94,612.94,Torch,163039,7
torches,Torch,TorchDungeon (4),CaveArena,576.06,615.06,Torch,163055,7
torches,Torch,TorchDungeon (3),CaveArena,585.94,615.06,Torch,163073,7
torches,Torch,TorchDungeon (4),CaveArena,588.06,612.94,Torch,163089,7
torches,Torch,TorchDungeon (3),CaveArena,594.94,612.94,Torch,163107,7
torches,Torch,TorchDungeon (4),CaveArena,597.06,615.06,Torch,163123,7
torches,Torch,TorchDungeon (3),CaveArena,624.94,621.94,Torch,163141,7
torches,Torch,TorchDungeon (4),CaveArena,627.06,624.06,Torch,163157,7
torches,Torch,TorchDungeon (3),CaveArena,625.94,614.06,Torch,163175,7
torches,Torch,TorchDungeon (4),CaveArena,628.06,611.94,Torch,163191,7
torches,Torch,TorchDungeon (3),CaveArena,640.94,661.06,Torch,163209,7
torches,Torch,TorchDungeon (4),CaveArena,643.06,658.94,Torch,163225,7
torches,Torch,TorchDungeon (3),CaveArena,610,609.5,Torch,163243,7
torches,Torch,TorchDungeon (4),CaveArena,610,612.5,Torch,163259,7
torches,Torch,TorchDungeon (3),CaveArena,642.5,668,Torch,163277,7
torches,Torch,TorchDungeon (4),CaveArena,645.5,668,Torch,163293,7
torches,Torch,TorchDungeon (3),CaveArena,642.5,674,Torch,163311,7
torches,Torch,TorchDungeon (4),CaveArena,645.5,674,Torch,163327,7
torches,Torch,TorchDungeon (3),CaveArena,642.5,683,Torch,163345,7
torches,Torch,TorchDungeon (4),CaveArena,645.5,683,Torch,163361,7
torches,Torch,TorchDungeon (3),CaveArena,623.5,648,Torch,163379,7
torches,Torch,TorchDungeon (4),CaveArena,626.5,648,Torch,163395,7
torches,Torch,TorchDungeon (3),CaveArena,355.94,582.06,Torch,163413,7
torches,Torch,TorchDungeon (4),CaveArena,358.06,579.94,Torch,163429,7
torches,Torch,TorchDungeon (3),CaveArena,355.94,570.94,Torch,163447,7
torches,Torch,TorchDungeon (4),CaveArena,358.06,573.06,Torch,163463,7
torches,Torch,TorchDungeon (3),CaveArena,402,577.36,Torch,163481,7
torches,Torch,TorchDungeon (4),CaveArena,402,580.36,Torch,163497,7
torches,Torch,TorchDungeon (3),CaveArena,422.81,577.02,Torch,163515,7
torches,Torch,TorchDungeon (4),CaveArena,422.81,580.02,Torch,163531,7
torches,Torch,TorchDungeon (3),CaveArena,489,578.5,Torch,163549,7
torches,Torch,TorchDungeon (4),CaveArena,489,581.5,Torch,163565,7
torches,Torch,TorchDungeon (3),CaveArena,650.5,631,Torch,163583,7
torches,Torch,TorchDungeon (4),CaveArena,653.5,631,Torch,163599,7
torches,Torch,TorchDungeon (3),CaveArena,647.94,624.06,Torch,163617,7
torches,Torch,TorchDungeon (4),CaveArena,650.06,621.94,Torch,163633,7
torches,Torch,TorchDungeon (3),CaveArena,643.94,641.94,Torch,163651,7
torches,Torch,TorchDungeon (4),CaveArena,646.06,644.06,Torch,163667,7
torches,Torch,TorchDungeon (3),CaveArena,507.32,636.09,Torch,163685,7
torches,Torch,TorchDungeon (4),CaveArena,509.44,633.97,Torch,163701,7
