category,name,object,scene,x,y,schema,objectIndex,size,tier,spriteI
enemies,Enemy,Cave 014 CreeperT1 S1,Cave,-486,-46,Enemy,86202,1,1,53
enemies,Enemy,Cave 015 CreeperT1 S1,Cave,-484,-46,Enemy,86209,1,1,53
enemies,Enemy,Cave 016 DoublerT1 S1 Bounce Aim,Cave,-522,-2,Enemy,86217,1,1,64
enemies,Enemy,Cave 017 StrollerT1 S3,Cave,-512,3,Enemy,86223,3,1,87
enemies,Enemy,Cave 018 DoublerT1 S1 Bounce Aim,Cave,-502,-2,Enemy,86235,1,1,64
enemies,Enemy,Cave 019 StrollerT1 S1,Cave,-514,2,Enemy,86241,1,1,44
enemies,Enemy,Cave 020 StrollerT1 S1,Cave,-510,2,Enemy,86245,1,1,44
enemies,Enemy,Cave 021 CrosserT1 S2 Solid,Cave,-485,-33,Enemy,86251,2,1,52
enemies,Enemy,Cave 022 DoublerT1 S1 Solid Static,Cave,-435.39,9,Enemy,86263,1,1,46
enemies,Enemy,Cave 023 DoublerT1 S1 Solid Static,Cave,-460.64,-4,Enemy,86271,1,1,46
enemies,Enemy,Cave 024 DoublerT1 S1 Solid Static,Cave,-440.69,-7.39,Enemy,86279,1,1,46
enemies,Enemy,Cave 025 DoublerT1 S1 Solid Static,Cave,-436.69,-3.39,Enemy,86287,1,1,46
enemies,Enemy,Cave 026 DoublerT1 S1 Solid Static,Cave,-432.69,0.61,Enemy,86295,1,1,46
enemies,Enemy,Cave 027 DoublerT1 S1 Solid Static,Cave,-428.69,4.61,Enemy,86303,1,1,46
enemies,Enemy,Cave 028 DoublerT1 S1 Solid Static,Cave,-424.69,8.61,Enemy,86311,1,1,46
enemies,Enemy,Cave 029 DoublerT1 S1 Solid Static,Cave,-423,-4.73,Enemy,86319,1,1,46
enemies,Enemy,Cave 030 DoublerT1 S1 Solid Static,Cave,-419,-0.73,Enemy,86327,1,1,46
enemies,Enemy,Cave 031 DoublerT1 S1 Solid Static,Cave,-415,3.27,Enemy,86335,1,1,46
enemies,Enemy,Cave 032 DoublerT1 S1 Solid Static,Cave,-427,-8.73,Enemy,86343,1,1,46
enemies,Enemy,Cave 033 DoublerT1 S1 Solid Static,Cave,-430.91,-12.61,Enemy,86351,1,1,46
enemies,Enemy,Cave 034 CreeperT1 S1 Boosted,Cave,-676,40,Enemy,86360,1,1,53
enemies,Enemy,Cave 035 FighterT1 S1,Cave,-674,44,Enemy,86370,1,1,70
enemies,Enemy,Cave 036 FighterT1 S1,Cave,-652,39,Enemy,86376,1,1,70
enemies,Enemy,Cave 037 FighterT1 S2,Cave,-664,48,Enemy,86382,2,1,72
enemies,Enemy,Cave 038 CreeperT1 S1 Boosted,Cave,-657,47,Enemy,86392,1,1,53
enemies,Enemy,Cave 039 FighterT1 S1,Cave,-670,46,Enemy,86402,1,1,70
enemies,Enemy,Cave 040 FighterT1 S1,Cave,-654,51,Enemy,86408,1,1,70
enemies,Enemy,Cave 041 FighterT1 S1,Cave,-649,56,Enemy,86414,1,1,70
enemies,Enemy,Cave 042 DoublerT1 S1 Solid Static,Cave,-413.46,-22,Enemy,86422,1,1,46
enemies,Enemy,Cave 043 DoublerT1 S1 Solid Static,Cave,-419.46,-26,Enemy,86430,1,1,46
enemies,Enemy,Cave 044 DoublerT1 S1 Solid Static,Cave,-425.46,-30,Enemy,86438,1,1,46
enemies,Enemy,Cave 045 CreeperT1 S1,Cave,-697.16,57.24,Enemy,86447,1,1,53
enemies,Enemy,Cave 046 CreeperT1 S1,Cave,-689,56,Enemy,86454,1,1,53
enemies,Enemy,Cave 047 CreeperT1 S2,Cave,-726,62,Enemy,86462,2,1,128
enemies,Enemy,Cave 048 CreeperT1 S2,Cave,-704,52,Enemy,86470,2,1,128
enemies,Enemy,Cave 049 CreeperT1 S1,Cave,-712,48,Enemy,86478,1,1,53
enemies,Enemy,Cave 050 CreeperT1 S1,Cave,-725,51,Enemy,86485,1,1,53
enemies,Enemy,Cave 051 CreeperT1 S1,Cave,-728,46,Enemy,86492,1,1,53
enemies,Enemy,Cave 052 CreeperT2 S3,Cave,-716,98,Enemy,86499,3,2,48
enemies,Enemy,Cave 053 CreeperT1 S1,Cave,-720,45,Enemy,86509,1,1,53
enemies,Enemy,Cave 054 CreeperT1 S1,Cave,-730,56,Enemy,86516,1,1,53
enemies,Enemy,Cave 055 CreeperT1 S1,Cave,-732,54,Enemy,86523,1,1,53
enemies,Enemy,Cave 056 DoublerT2 S1 Bounce Pattern,Cave,-721,54,Enemy,86530,1,2,69
enemies,Enemy,Cave 057 DoublerT2 S1 Bounce Pattern,Cave,-730,60,Enemy,86536,1,2,69
enemies,Enemy,Cave 058 DoublerT1 S1 Solid Bounce,Cave,-746,6,Enemy,86544,1,1,46
enemies,Enemy,Cave 059 DoublerT1 S1 Solid Bounce,Cave,-746,3,Enemy,86552,1,1,46
enemies,Enemy,Cave 060 DoublerT1 S1 Solid Bounce,Cave,-746,0,Enemy,86560,1,1,46
enemies,Enemy,Cave 061 DoublerT1 S1 Solid Bounce,Cave,-746,-3,Enemy,86568,1,1,46
enemies,Enemy,Cave 062 DoublerT1 S1 Solid Bounce,Cave,-746,-6,Enemy,86576,1,1,46
enemies,Enemy,Cave 063 DoublerT1 S1 Solid Bounce,Cave,-746,-9,Enemy,86584,1,1,46
enemies,Enemy,Cave 064 DoublerT1 S1 Solid Bounce,Cave,-746,-12,Enemy,86592,1,1,46
enemies,Enemy,Cave 065 DoublerT1 S1 Solid Bounce,Cave,-746,-15,Enemy,86600,1,1,46
enemies,Enemy,Cave 066 DoublerT1 S1 Solid Bounce,Cave,-746,-18,Enemy,86608,1,1,46
enemies,Enemy,Cave 067 FighterT1 S1,Cave,-733.9,-99.96,Enemy,86617,1,1,70
enemies,Enemy,Cave 068 FighterT1 S1,Cave,-735,-102,Enemy,86623,1,1,70
enemies,Enemy,Cave 069 FighterT1 S1,Cave,-734,-104,Enemy,86629,1,1,70
enemies,Enemy,Cave 070 FighterT1 S1,Cave,-736,-104,Enemy,86635,1,1,70
enemies,Enemy,Cave 071 FighterT1 S1,Cave,-737,-102,Enemy,86641,1,1,70
enemies,Enemy,Cave 072 FighterT1 S1,Cave,-736,-100,Enemy,86647,1,1,70
enemies,Enemy,Cave 073 FighterT1 S1,Cave,-758,-86,Enemy,86653,1,1,70
enemies,Enemy,Cave 074 FighterT1 S1,Cave,-763,-83,Enemy,86659,1,1,70
enemies,Enemy,Cave 075 FighterT1 S1,Cave,-754,-80,Enemy,86665,1,1,70
enemies,Enemy,Cave 076 FighterT2 S1,Cave,-770.06,-95.61,Enemy,86671,1,2,71
enemies,Enemy,Cave 077 FighterT1 S1,Cave,-774,-102,Enemy,86679,1,1,70
enemies,Enemy,Cave 078 FighterT1 S1,Cave,-766,-108,Enemy,86685,1,1,70
enemies,Enemy,Cave 079 FighterT1 S1,Cave,-761,-98,Enemy,86691,1,1,70
enemies,Enemy,Cave 080 FighterT1 S1,Cave,-767,-93,Enemy,86697,1,1,70
enemies,Enemy,Cave 081 FighterT1 S1,Cave,-780,-96,Enemy,86703,1,1,70
enemies,Enemy,Cave 082 Slider T3 S1,Cave,-1297,116,Enemy,86710,1,3,73
enemies,Enemy,Cave 083 Slider T3 S1,Cave,-1309,99,Enemy,86733,1,3,73
enemies,Enemy,Cave 084 Slider T3 S1,Cave,-1292,107,Enemy,86756,1,3,73
enemies,Enemy,Cave 085 DoublerT1 S1 Solid Bounce,Cave,-786,64.56,Enemy,86780,1,1,46
enemies,Enemy,Cave 086 DoublerT1 S1 Solid Bounce,Cave,-784,64.56,Enemy,86788,1,1,46
enemies,Enemy,Cave 087 DoublerT1 S1 Solid Bounce,Cave,-786,55,Enemy,86796,1,1,46
enemies,Enemy,Cave 088 DoublerT1 S1 Solid Bounce,Cave,-784,55,Enemy,86804,1,1,46
enemies,Enemy,Cave 089 DoublerT1 S1 Solid Bounce,Cave,-804,64.56,Enemy,86812,1,1,46
enemies,Enemy,Cave 090 DoublerT1 S1 Solid Bounce,Cave,-802,64.56,Enemy,86820,1,1,46
enemies,Enemy,Cave 091 DoublerT1 S1 Solid Bounce,Cave,-804,55,Enemy,86828,1,1,46
enemies,Enemy,Cave 092 DoublerT1 S1 Solid Bounce,Cave,-802,55,Enemy,86836,1,1,46
enemies,Enemy,Cave 093 DoublerT1 S1 Solid Bounce,Cave,-822,64.56,Enemy,86844,1,1,46
enemies,Enemy,Cave 094 DoublerT1 S1 Solid Bounce,Cave,-820,64.56,Enemy,86852,1,1,46
enemies,Enemy,Cave 095 DoublerT1 S1 Solid Bounce,Cave,-820,55,Enemy,86860,1,1,46
enemies,Enemy,Cave 096 DoublerT1 S1 Solid Bounce,Cave,-822,55,Enemy,86868,1,1,46
enemies,Enemy,Cave 097 DoublerT1 S1 Solid Bounce,Cave,-844.01,60.75,Enemy,86877,1,1,46
enemies,Enemy,Cave 098 DoublerT1 S1 Solid Bounce,Cave,-842.6,62.16,Enemy,86885,1,1,46
enemies,Enemy,Cave 099 DoublerT1 S1 Solid Bounce,Cave,-837.19,55.64,Enemy,86893,1,1,46
enemies,Enemy,Cave 100 DoublerT1 S1 Solid Bounce,Cave,-838.6,54.23,Enemy,86901,1,1,46
enemies,Enemy,Cave 101 DoublerT1 S1 Solid Bounce,Cave,-818,42.38,Enemy,86910,1,1,46
enemies,Enemy,Cave 102 DoublerT1 S1 Solid Bounce,Cave,-816,42.38,Enemy,86918,1,1,46
enemies,Enemy,Cave 103 DoublerT1 S1 Solid Bounce,Cave,-814,42.38,Enemy,86926,1,1,46
enemies,Enemy,Cave 104 DoublerT1 S1 Solid Bounce,Cave,-812,42.38,Enemy,86934,1,1,46
enemies,Enemy,Cave 105 DoublerT1 S1 Solid Bounce,Cave,-810,42.38,Enemy,86942,1,1,46
enemies,Enemy,Cave 106 DoublerT1 S1 Solid Bounce,Cave,-808,42.38,Enemy,86950,1,1,46
enemies,Enemy,Cave 107 DoublerT1 S1 Solid Bounce,Cave,-806,42.38,Enemy,86958,1,1,46
enemies,Enemy,Cave 108 DoublerT1 S1 Solid Bounce,Cave,-804,42.38,Enemy,86966,1,1,46
enemies,Enemy,Cave 109 JarrerT2 S1,Cave,-810,-42,Enemy,86975,1,2,11
enemies,Enemy,Cave 110 JarrerT2 S1,Cave,-820,-42,Enemy,87002,1,2,11
enemies,Enemy,Cave 111 JarrerT2 S1,Cave,-806,-38,Enemy,87029,1,2,11
enemies,Enemy,Cave 112 JarrerT2 S1,Cave,-820,-32,Enemy,87056,1,2,11
enemies,Enemy,Cave 113 JarrerT2 S1,Cave,-810,-30,Enemy,87083,1,2,11
enemies,Enemy,Cave 114 JarrerT2 S1,Cave,-800,-32,Enemy,87110,1,2,11
enemies,Enemy,Cave 115 JarrerT2 S1,Cave,-818,-38,Enemy,87137,1,2,11
enemies,Enemy,Cave 116 JarrerT2 S1,Cave,-800,-44,Enemy,87164,1,2,11
enemies,Enemy,Cave 117 BloberT2 S2,Cave,-800,124,Enemy,87192,2,2,110
enemies,Enemy,Cave 118 BloberT2 S2,Cave,-785,116,Enemy,87217,2,2,110
enemies,Enemy,Cave 119 BloberT2 S2,Cave,-800,144,Enemy,87243,2,2,110
enemies,Enemy,Cave 120 BloberT2 S2,Cave,-794.76,136.05,Enemy,87268,2,2,110
enemies,Enemy,Cave 121 BloberT2 S2,Cave,-807,136,Enemy,87293,2,2,110
enemies,Enemy,Cave 122 BloberT2 S2,Cave,-838,139,Enemy,87319,2,2,110
enemies,Enemy,Cave 123 BloberT2 S2,Cave,-844,137,Enemy,87344,2,2,110
enemies,Enemy,Cave 124 BloberT2 S2,Cave,-850.64,138.88,Enemy,87369,2,2,110
enemies,Enemy,Cave 125 BloberT2 S2,Cave,-849.69,132.52,Enemy,87394,2,2,110
enemies,Enemy,Cave 126 BloberT2 S2,Cave,-847.58,128.84,Enemy,87419,2,2,110
enemies,Enemy,Cave 127 BloberT2 S2,Cave,-838.59,129.22,Enemy,87444,2,2,110
enemies,Enemy,Cave 128 BloberT2 S2,Cave,-836.18,132.69,Enemy,87469,2,2,110
enemies,Enemy,Cave 129 JarrerT2 S2,Cave,-822,126.14,Enemy,87495,2,2,12
enemies,Enemy,Cave 130 JarrerT2 S1,Cave,-826,126,Enemy,87532,1,2,11
enemies,Enemy,Cave 131 JarrerT2 S1,Cave,-818,126,Enemy,87559,1,2,11
enemies,Enemy,Cave 132 SneakerT1 S1,Cave,-792,-68,Enemy,87587,1,1,59
enemies,Enemy,Cave 133 SneakerT1 S1,Cave,-792,-63,Enemy,87594,1,1,59
enemies,Enemy,Cave 134 SneakerT1 S1,Cave,-792,-63,Enemy,87601,1,1,59
enemies,Enemy,Cave 135 SneakerT1 S1,Cave,-792,-68,Enemy,87608,1,1,59
enemies,Enemy,Cave 136 SneakerT1 S1,Cave,-778,-57,Enemy,87615,1,1,59
enemies,Enemy,Cave 137 SneakerT1 S1,Cave,-778,-57,Enemy,87622,1,1,59
enemies,Enemy,Cave 138 SneakerT1 S1,Cave,-778,-57,Enemy,87629,1,1,59
enemies,Enemy,Cave 139 BloberT2 S2,Cave,-872,202,Enemy,87637,2,2,110
enemies,Enemy,Cave 140 BloberT2 S2,Cave,-879,204,Enemy,87662,2,2,110
enemies,Enemy,Cave 141 BloberT2 S2,Cave,-873,197,Enemy,87687,2,2,110
enemies,Enemy,Cave 142 BloberT2 S2,Cave,-882,189,Enemy,87712,2,2,110
enemies,Enemy,Cave 143 CreeperT1 S1,Cave,-945,-101,Enemy,87741,1,1,53
enemies,Enemy,Cave 144 CreeperT1 S1,Cave,-941,-101,Enemy,87748,1,1,53
enemies,Enemy,Cave 145 CreeperT1 S1,Cave,-949,-101,Enemy,87756,1,1,53
enemies,Enemy,Cave 146 CreeperT1 S1,Cave,-943,-97,Enemy,87763,1,1,53
enemies,Enemy,Cave 147 CreeperT1 S1,Cave,-936,-101,Enemy,87770,1,1,53
enemies,Enemy,Cave 148 CreeperT1 S1,Cave,-950,-101,Enemy,87778,1,1,53
enemies,Enemy,Cave 149 CreeperT1 S2,Cave,-943,-101,Enemy,87785,2,1,128
enemies,Enemy,Cave 150 CreeperT1 S1,Cave,-935,-101,Enemy,87793,1,1,53
enemies,Enemy,Cave 151 CreeperT1 S1,Cave,-528,-44,Enemy,87816,1,1,53
enemies,Enemy,Cave 152 CreeperT1 S1,Cave,-514,-58,Enemy,87823,1,1,53
enemies,Enemy,Cave 153 CreeperT1 S1,Cave,-528,-60,Enemy,87830,1,1,53
enemies,Enemy,Cave 154 CreeperT1 S1,Cave,-530,-58,Enemy,87837,1,1,53
enemies,Enemy,Cave 155 CreeperT1 S1,Cave,-530,-46,Enemy,87844,1,1,53
enemies,Enemy,Cave 156 CreeperT1 S1,Cave,-516,-60,Enemy,87851,1,1,53
enemies,Enemy,Cave 157 CreeperT1 S1,Cave,-516,-44,Enemy,87858,1,1,53
enemies,Enemy,Cave 158 CreeperT1 S1,Cave,-514,-46,Enemy,87865,1,1,53
enemies,Enemy,Cave 159 CreeperT1 S2,Cave,-512,-52,Enemy,87873,2,1,128
enemies,Enemy,Cave 160 CreeperT1 S2,Cave,-532,-52,Enemy,87881,2,1,128
enemies,Enemy,Cave 161 CreeperT1 S2,Cave,-522,-42,Enemy,87889,2,1,128
enemies,Enemy,Cave 162 CreeperT1 S2,Cave,-522,-62,Enemy,87897,2,1,128
enemies,Enemy,Cave 163 CreeperT1 S1,Cave,-528,-44,Enemy,87906,1,1,53
enemies,Enemy,Cave 164 CreeperT1 S1,Cave,-516,-44,Enemy,87913,1,1,53
enemies,Enemy,Cave 165 CreeperT1 S1,Cave,-528,-60,Enemy,87920,1,1,53
enemies,Enemy,Cave 166 CreeperT1 S1,Cave,-516,-60,Enemy,87927,1,1,53
enemies,Enemy,Cave 167 CreeperT1 S3 Armored,Cave,-532,-52,Enemy,87934,3,1,90
enemies,Enemy,Cave 168 CreeperT1 S1 Boosted,Cave,-658,72,Enemy,87972,1,1,53
enemies,Enemy,Cave 169 CreeperT1 S1 Boosted,Cave,-638,72,Enemy,87982,1,1,53
enemies,Enemy,Cave 170 CreeperT1 S1 Boosted,Cave,-638,64,Enemy,87992,1,1,53
enemies,Enemy,Cave 171 CreeperT1 S1 Boosted,Cave,-658,64,Enemy,88002,1,1,53
enemies,Enemy,Cave 172 CreeperT1 S1 Boosted,Cave,-652,74,Enemy,88013,1,1,53
enemies,Enemy,Cave 173 CreeperT1 S1 Boosted,Cave,-644,74,Enemy,88023,1,1,53
enemies,Enemy,Cave 174 CreeperT1 S1 Boosted,Cave,-656,62,Enemy,88033,1,1,53
enemies,Enemy,Cave 175 CreeperT1 S1 Boosted,Cave,-640,62,Enemy,88043,1,1,53
enemies,Enemy,Cave 176 FighterT1 S1,Cave,-660,68,Enemy,88053,1,1,70
enemies,Enemy,Cave 177 FighterT1 S1,Cave,-636,68,Enemy,88059,1,1,70
enemies,Enemy,Cave 178 CreeperT1 S1 Boosted,Cave,-653.5,68,Enemy,88066,1,1,53
enemies,Enemy,Cave 179 CreeperT1 S1 Boosted,Cave,-654.25,69.3,Enemy,88076,1,1,53
enemies,Enemy,Cave 180 CreeperT1 S1 Boosted,Cave,-655.75,69.3,Enemy,88086,1,1,53
enemies,Enemy,Cave 181 CreeperT1 S1 Boosted,Cave,-656.5,68,Enemy,88096,1,1,53
enemies,Enemy,Cave 182 CreeperT1 S1 Boosted,Cave,-655.75,66.7,Enemy,88106,1,1,53
enemies,Enemy,Cave 183 CreeperT1 S1 Boosted,Cave,-654.25,66.7,Enemy,88116,1,1,53
enemies,Enemy,Cave 184 CreeperT1 S2,Cave,-655,68,Enemy,88126,2,1,128
enemies,Enemy,Cave 185 CreeperT1 S1 Boosted,Cave,-639.5,68,Enemy,88134,1,1,53
enemies,Enemy,Cave 186 CreeperT1 S1 Boosted,Cave,-640.25,69.3,Enemy,88144,1,1,53
enemies,Enemy,Cave 187 CreeperT1 S1 Boosted,Cave,-641.75,69.3,Enemy,88154,1,1,53
enemies,Enemy,Cave 188 CreeperT1 S1 Boosted,Cave,-642.5,68,Enemy,88164,1,1,53
enemies,Enemy,Cave 189 CreeperT1 S1 Boosted,Cave,-641.75,66.7,Enemy,88174,1,1,53
enemies,Enemy,Cave 190 CreeperT1 S1 Boosted,Cave,-640.25,66.7,Enemy,88184,1,1,53
enemies,Enemy,Cave 191 CreeperT1 S2,Cave,-641,68,Enemy,88194,2,1,128
enemies,Enemy,Cave 192 FighterT1 S1,Cave,-552,47,Enemy,88206,1,1,70
enemies,Enemy,Cave 193 FighterT1 S1,Cave,-561,35,Enemy,88212,1,1,70
enemies,Enemy,Cave 194 FighterT1 S1,Cave,-543,35,Enemy,88218,1,1,70
enemies,Enemy,Cave 195 FighterT1 S2,Cave,-552,45,Enemy,88225,2,1,72
enemies,Enemy,Cave 196 FighterT1 S1,Cave,-555,33,Enemy,88236,1,1,70
enemies,Enemy,Cave 197 FighterT1 S1,Cave,-549,33,Enemy,88242,1,1,70
enemies,Enemy,Cave 198 FighterT1 S2,Cave,-552,34,Enemy,88248,2,1,72
enemies,Enemy,Cave 199 FighterT1 S3,Cave,-552,46,Enemy,88259,3,1,129
enemies,Enemy,Cave 200 FighterT1 S1,Cave,-555,33,Enemy,88266,1,1,70
enemies,Enemy,Cave 201 FighterT1 S1,Cave,-549,33,Enemy,88272,1,1,70
enemies,Enemy,Cave 202 ShooterT1 S1 Solid Triple,Cave,-592,19,Enemy,88282,1,1,95
enemies,Enemy,Cave 203 ShooterT1 S1 Solid Triple,Cave,-568,19,Enemy,88290,1,1,95
enemies,Enemy,Cave 204 PiercerT1 S1,Cave,-591,15,Enemy,88299,1,1,91
enemies,Enemy,Cave 205 PiercerT1 S1,Cave,-591,17,Enemy,88303,1,1,91
enemies,Enemy,Cave 206 PiercerT1 S1,Cave,-590,19,Enemy,88307,1,1,91
enemies,Enemy,Cave 207 PiercerT1 S1,Cave,-591,21,Enemy,88311,1,1,91
enemies,Enemy,Cave 208 PiercerT1 S1,Cave,-591,23,Enemy,88315,1,1,91
enemies,Enemy,Cave 209 PiercerT1 S1,Cave,-569,15,Enemy,88320,1,1,91
enemies,Enemy,Cave 210 PiercerT1 S1,Cave,-569,17,Enemy,88324,1,1,91
enemies,Enemy,Cave 211 PiercerT1 S1,Cave,-570,19,Enemy,88328,1,1,91
enemies,Enemy,Cave 212 PiercerT1 S1,Cave,-569,21,Enemy,88332,1,1,91
enemies,Enemy,Cave 213 PiercerT1 S1,Cave,-569,23,Enemy,88336,1,1,91
enemies,Enemy,Cave 214 PiercerT2 S1,Cave,-592,22,Enemy,88341,1,2,96
enemies,Enemy,Cave 215 PiercerT2 S1,Cave,-568,22,Enemy,88345,1,2,96
enemies,Enemy,Cave 216 PiercerT2 S1,Cave,-592,16,Enemy,88349,1,2,96
enemies,Enemy,Cave 217 PiercerT2 S1,Cave,-568,16,Enemy,88353,1,2,96
enemies,Enemy,Cave 218 PiercerT1 S2,Cave,-590,19,Enemy,88357,2,1,130
enemies,Enemy,Cave 219 PiercerT1 S2,Cave,-570,19,Enemy,88361,2,1,130
enemies,Enemy,Cave 220 PiercerT1 S1,Cave,-591,15,Enemy,88366,1,1,91
enemies,Enemy,Cave 221 PiercerT1 S1,Cave,-591,17,Enemy,88370,1,1,91
enemies,Enemy,Cave 222 PiercerT2 S3,Cave,-571,19,Enemy,88374,3,2,98
enemies,Enemy,Cave 223 PiercerT1 S1,Cave,-590,19,Enemy,88386,1,1,91
enemies,Enemy,Cave 224 PiercerT1 S1,Cave,-591,21,Enemy,88390,1,1,91
enemies,Enemy,Cave 225 PiercerT1 S1,Cave,-591,23,Enemy,88394,1,1,91
enemies,Enemy,Cave 226 PiercerT1 S1,Cave,-590,22,Enemy,88398,1,1,91
enemies,Enemy,Cave 227 PiercerT1 S1,Cave,-590,20,Enemy,88402,1,1,91
enemies,Enemy,Cave 228 PiercerT1 S1,Cave,-590,18,Enemy,88406,1,1,91
enemies,Enemy,Cave 229 PiercerT1 S1,Cave,-590,16,Enemy,88410,1,1,91
enemies,Enemy,Cave 230 PiercerT1 S1,Cave,-589,17,Enemy,88414,1,1,91
enemies,Enemy,Cave 231 PiercerT1 S1,Cave,-588,19,Enemy,88418,1,1,91
enemies,Enemy,Cave 232 PiercerT1 S1,Cave,-589,21,Enemy,88422,1,1,91
enemies,Enemy,Cave 233 DoublerT2 S1 Bounce Blinded Side,Cave,-867,-30,Enemy,88430,1,2,69
enemies,Enemy,Cave 234 DoublerT2 S1 Bounce Blinded Side,Cave,-868,-30,Enemy,88444,1,2,69
enemies,Enemy,Cave 235 DoublerT2 S1 Bounce Blinded Side,Cave,-869,-30,Enemy,88458,1,2,69
enemies,Enemy,Cave 236 DoublerT2 S1 Bounce Blinded Side,Cave,-870,-30,Enemy,88472,1,2,69
enemies,Enemy,Cave 237 DoublerT2 S1 Bounce Blinded Side,Cave,-871,-30,Enemy,88486,1,2,69
enemies,Enemy,Cave 238 DoublerT2 S1 Bounce Blinded Side,Cave,-872,-30,Enemy,88500,1,2,69
enemies,Enemy,Cave 239 DoublerT2 S1 Bounce Blinded Side,Cave,-873,-30,Enemy,88514,1,2,69
enemies,Enemy,Cave 240 DoublerT2 S1 Bounce Blinded Side,Cave,-874,-30,Enemy,88528,1,2,69
enemies,Enemy,Cave 241 DoublerT2 S1 Bounce Blinded Side,Cave,-875,-30,Enemy,88542,1,2,69
enemies,Enemy,Cave 242 DoublerT2 S1 Bounce Blinded Side,Cave,-876,-30,Enemy,88556,1,2,69
enemies,Enemy,Cave 243 DoublerT2 S1 Bounce Blinded Side,Cave,-877,-30,Enemy,88570,1,2,69
enemies,Enemy,Cave 244 DoublerT2 S1 Bounce Blinded Side,Cave,-878,-30,Enemy,88584,1,2,69
enemies,Enemy,Cave 245 DoublerT2 S1 Bounce Blinded Side,Cave,-879,-30,Enemy,88598,1,2,69
enemies,Enemy,Cave 246 DoublerT2 S1 Bounce Blinded Side,Cave,-872,-44,Enemy,88612,1,2,69
enemies,Enemy,Cave 247 DoublerT2 S1 Bounce Blinded Side,Cave,-873,-44,Enemy,88626,1,2,69
enemies,Enemy,Cave 248 DoublerT2 S1 Bounce Blinded Side,Cave,-881,-44,Enemy,88640,1,2,69
enemies,Enemy,Cave 249 DoublerT2 S1 Bounce Blinded Side,Cave,-875,-44,Enemy,88654,1,2,69
enemies,Enemy,Cave 250 DoublerT2 S1 Bounce Blinded Side,Cave,-874,-44,Enemy,88668,1,2,69
enemies,Enemy,Cave 251 DoublerT2 S1 Bounce Blinded Side,Cave,-877,-44,Enemy,88682,1,2,69
enemies,Enemy,Cave 252 DoublerT2 S1 Bounce Blinded Side,Cave,-871,-44,Enemy,88696,1,2,69
enemies,Enemy,Cave 253 DoublerT2 S1 Bounce Blinded Side,Cave,-876,-44,Enemy,88710,1,2,69
enemies,Enemy,Cave 254 DoublerT2 S1 Bounce Blinded Side,Cave,-879,-44,Enemy,88724,1,2,69
enemies,Enemy,Cave 255 DoublerT2 S1 Bounce Blinded Side,Cave,-878,-44,Enemy,88738,1,2,69
enemies,Enemy,Cave 256 DoublerT2 S1 Bounce Blinded Side,Cave,-882,-44,Enemy,88752,1,2,69
enemies,Enemy,Cave 257 DoublerT2 S1 Bounce Blinded Side,Cave,-880,-44,Enemy,88766,1,2,69
enemies,Enemy,Cave 258 DoublerT2 S1 Bounce Blinded Side,Cave,-883,-44,Enemy,88780,1,2,69
enemies,Enemy,Cave 259 DoublerT1 S1 Bounce Aim,Cave,-632,-14,Enemy,88810,1,1,64
enemies,Enemy,Cave 260 CreeperT1 S1,Cave,-639,-13,Enemy,88816,1,1,53
enemies,Enemy,Cave 261 CreeperT1 S1,Cave,-625,-13,Enemy,88823,1,1,53
enemies,Enemy,Cave 262 CreeperT1 S1,Cave,-625,-7,Enemy,88830,1,1,53
enemies,Enemy,Cave 263 CreeperT1 S1,Cave,-639,-7,Enemy,88837,1,1,53
enemies,Enemy,Cave 264 DoublerT1 S1 Bounce Aim,Cave,-640,-12,Enemy,88845,1,1,64
enemies,Enemy,Cave 265 DoublerT1 S1 Bounce Aim,Cave,-624,-8,Enemy,88851,1,1,64
enemies,Enemy,Cave 266 CreeperT1 S1,Cave,-632,-14,Enemy,88857,1,1,53
enemies,Enemy,Cave 267 CreeperT1 S1,Cave,-632,-5,Enemy,88864,1,1,53
enemies,Enemy,Cave 268 CreeperT1 S1,Cave,-635,-5,Enemy,88871,1,1,53
enemies,Enemy,Cave 269 CreeperT1 S1,Cave,-629,-5,Enemy,88878,1,1,53
enemies,Enemy,Cave 270 CreeperT1 S1,Cave,-635,-14,Enemy,88885,1,1,53
enemies,Enemy,Cave 271 CreeperT1 S1,Cave,-629,-14,Enemy,88892,1,1,53
enemies,Enemy,Cave 272 DoublerT1 S1 Bounce Aim,Cave,-640,-12,Enemy,88900,1,1,64
enemies,Enemy,Cave 273 DoublerT1 S1 Bounce Aim,Cave,-638,-6,Enemy,88906,1,1,64
enemies,Enemy,Cave 274 DoublerT1 S1 Bounce Aim,Cave,-626,-14,Enemy,88912,1,1,64
enemies,Enemy,Cave 275 DoublerT1 S1 Bounce Aim,Cave,-624,-8,Enemy,88918,1,1,64
enemies,Enemy,Cave 276 ShooterT1 S1 Sniper,Cave,-632,-3,Enemy,88924,1,1,45
enemies,Enemy,Cave 277 ShooterT1 S1 Sniper,Cave,-632,-15,Enemy,88929,1,1,45
enemies,Enemy,Cave 278 DoublerT3 S1 Bounce Pattern,Cave,-854,234,Enemy,88950,1,3,131
enemies,Enemy,Cave 279 DoublerT3 S1 Bounce Pattern,Cave,-834,234,Enemy,88956,1,3,131
enemies,Enemy,Cave 280 FighterT3 S1,Cave,-844,244,Enemy,88962,1,3,82
